120.0,94.96,4.488,4043.639756,5.032632342
158.66,78.74,5.905,4604.833983,6.526468455
158.66,78.74,5.905,4368.52909,5.87382161
158.66,78.74,5.905,4297.845051,5.685279188
158.66,78.74,5.905,4390.049068,5.931834663
158.66,78.74,5.905,4248.221058,5.554749819
158.66,78.74,5.905,4635.431223,6.613488035
147.64,47.24,7.784,3949.314478,4.800580131
147.64,47.24,7.784,5769.432089,10.24510515
144.0,120.0,6.0,4122.562189,5.231
144.0,120.0,6.0,4357.052559,5.843
144.0,120.0,6.0,4022.439558,4.98
144.0,120.0,6.0,3725.550698,4.272
48.0,54.0,6.0,3823.676242,4.5
48.0,54.0,6.0,3649.780815,4.1
48.0,54.0,6.0,3844.860206,4.55
48.0,54.0,6.0,3878.513891,4.63
48.0,54.0,6.0,3882.700091,4.64
48.0,54.0,6.0,3755.084553,4.34
176.0,75.0,4.0,4996.855511,7.685
176.0,75.0,4.0,5026.029745,7.775
176.0,75.0,4.0,4721.031667,6.86
176.0,75.0,4.0,4620.165581,6.57
176.0,75.0,4.0,3206.218333,3.164
176.0,75.0,4.0,4821.472286,7.155
176.0,75.0,4.0,4446.36537,6.085
176.0,75.0,4.0,4558.574777,6.396
176.0,75.0,4.0,4255.957589,5.575
176.0,75.0,4.0,4591.950566,6.49
176.0,75.0,4.0,4677.821608,6.735
78.74,59.06,7.874,3937.364936,4.771573604
78.74,59.06,7.874,4130.11368,5.250181291
78.74,59.06,7.874,4014.401197,4.960116026
47.244,23.622,2.362,4169.854521,5.351704133
47.244,23.622,2.362,3870.983146,4.612037708
47.244,23.622,2.362,4264.826546,5.598259608
47.244,23.622,2.362,3883.136969,4.641044235
47.244,23.622,2.362,4645.585521,6.642494561
47.244,23.622,2.362,4281.367629,5.641769398
59.06,118.11,3.937,3580.075392,3.9448876
144.0,48.0,4.0,3857.514744,4.58
144.0,48.0,4.0,4000.165622,4.925
112.8,120.0,8.0,3420.0,3.6
64.8,120.0,8.0,4768.962151,7.0
64.8,120.0,8.0,5034.103694,7.8
64.8,120.0,8.0,3694.022198,4.2
39.6,120.0,8.0,3737.739959,4.3
39.6,120.0,8.0,3513.715982,3.8
39.6,120.0,8.0,3420.0,3.6
39.37,78.74,3.937,3432.240604,3.625815809
19.69,78.74,3.937,3219.727084,3.190717912
